SA12018_code	DHB2015_name
7009450	Counties Manukau
7009454	Counties Manukau
7009449	Counties Manukau
7009455	Counties Manukau
7009453	Counties Manukau
7009451	Counties Manukau
7009447	Counties Manukau
7009474	Counties Manukau
7009578	Counties Manukau
7009580	Counties Manukau
7009475	Counties Manukau
7009472	Counties Manukau
7009579	Counties Manukau
7009477	Counties Manukau
7009576	Counties Manukau
7009577	Counties Manukau
7009473	Counties Manukau
7009476	Counties Manukau
7009478	Counties Manukau
7009479	Counties Manukau
7009563	Counties Manukau
7009566	Counties Manukau
7009575	Counties Manukau
7009574	Counties Manukau
7009564	Counties Manukau
7009565	Counties Manukau
7009568	Counties Manukau
7009570	Counties Manukau
7009573	Counties Manukau
7009572	Counties Manukau
7009672	Counties Manukau
7009567	Counties Manukau
7009670	Counties Manukau
7009555	Counties Manukau
7009552	Counties Manukau
7009556	Counties Manukau
7009558	Counties Manukau
7009557	Counties Manukau
7009560	Counties Manukau
7009561	Counties Manukau
7009562	Counties Manukau
7009669	Counties Manukau
7009671	Counties Manukau
7009544	Counties Manukau
7009548	Counties Manukau
7009551	Counties Manukau
7009553	Counties Manukau
7009650	Counties Manukau
7009651	Counties Manukau
7009652	Counties Manukau
7009649	Counties Manukau
7009543	Counties Manukau
7009446	Counties Manukau
7009550	Counties Manukau
7009546	Counties Manukau
7009545	Counties Manukau
7009549	Counties Manukau
7009554	Counties Manukau
7009542	Counties Manukau
7009539	Counties Manukau
7009640	Counties Manukau
7009645	Counties Manukau
7009646	Counties Manukau
7009657	Counties Manukau
7009444	Counties Manukau
7008786	Counties Manukau
7008784	Counties Manukau
7008780	Counties Manukau
7009538	Counties Manukau
7009532	Counties Manukau
7009534	Counties Manukau
7009533	Counties Manukau
7009624	Counties Manukau
7009619	Counties Manukau
7009626	Counties Manukau
7009625	Counties Manukau
7009744	Counties Manukau
7009745	Counties Manukau
7009628	Counties Manukau
7009627	Counties Manukau
7008436	Counties Manukau
7009394	Counties Manukau
7009389	Counties Manukau
7009411	Counties Manukau
7009445	Counties Manukau
7008349	Auckland
7008362	Auckland
7008363	Auckland
7008365	Auckland
7008372	Auckland
7008373	Auckland
7008254	Auckland
7008374	Auckland
7008255	Auckland
7008256	Auckland
7008370	Auckland
7008366	Auckland
7008378	Auckland
7008377	Auckland
7008380	Auckland
7008382	Auckland
7008383	Auckland
7008384	Auckland
7008385	Auckland
7008381	Auckland
7008379	Auckland
7008386	Auckland
7008387	Counties Manukau
7008474	Auckland
7008352	Auckland
7008351	Auckland
7008353	Auckland
7008476	Auckland
7008361	Auckland
7008479	Auckland
7008482	Auckland
7008484	Auckland
7008481	Auckland
7008364	Auckland
7008487	Auckland
7008486	Auckland
7008488	Auckland
7008499	Auckland
7008485	Auckland
7008500	Auckland
7008473	Auckland
7008492	Auckland
7008501	Auckland
7008490	Auckland
7008491	Auckland
7008495	Auckland
7008502	Auckland
7008494	Auckland
7008496	Auckland
7008493	Auckland
7008367	Auckland
7008369	Auckland
7008368	Auckland
7008497	Auckland
7008498	Auckland
7008467	Auckland
7008465	Auckland
7008468	Auckland
7008464	Auckland
7008466	Auckland
7008469	Auckland
7008470	Auckland
7008592	Auckland
7008591	Auckland
7008590	Auckland
7008593	Auckland
7008471	Auckland
7010042	Counties Manukau
7010044	Counties Manukau
7010050	Counties Manukau
7010051	Counties Manukau
7010049	Counties Manukau
7010048	Counties Manukau
7010053	Counties Manukau
7010055	Counties Manukau
7010054	Counties Manukau
7010056	Counties Manukau
7010059	Counties Manukau
7010057	Counties Manukau
7010116	Counties Manukau
7010118	Counties Manukau
7010058	Counties Manukau
7010120	Counties Manukau
7010107	Counties Manukau
7010109	Counties Manukau
7010112	Counties Manukau
7010114	Counties Manukau
7010117	Counties Manukau
7010119	Counties Manukau
7010121	Counties Manukau
7010122	Counties Manukau
7010124	Counties Manukau
7010125	Counties Manukau
7010123	Counties Manukau
7010126	Counties Manukau
7010098	Counties Manukau
7010103	Counties Manukau
7010105	Counties Manukau
7010102	Counties Manukau
7010104	Counties Manukau
7010110	Counties Manukau
7010113	Counties Manukau
7010052	Counties Manukau
7010108	Counties Manukau
7010111	Counties Manukau
7010106	Counties Manukau
7010101	Counties Manukau
7010171	Counties Manukau
7010169	Counties Manukau
7010163	Counties Manukau
7010162	Counties Manukau
7010167	Counties Manukau
7010166	Counties Manukau
7010164	Counties Manukau
7010161	Counties Manukau
7010165	Counties Manukau
7010178	Counties Manukau
7010180	Counties Manukau
7010179	Counties Manukau
7010181	Counties Manukau
7010184	Counties Manukau
7010183	Counties Manukau
7010185	Counties Manukau
7010115	Counties Manukau
7010173	Counties Manukau
7010182	Counties Manukau
7010186	Counties Manukau
7010128	Counties Manukau
7010193	Counties Manukau
7010191	Counties Manukau
7010195	Counties Manukau
7010190	Counties Manukau
7010194	Counties Manukau
7010192	Counties Manukau
7010196	Counties Manukau
7010188	Counties Manukau
7010187	Counties Manukau
7010233	Counties Manukau
7010189	Counties Manukau
7010236	Counties Manukau
7010214	Counties Manukau
7010217	Counties Manukau
7010213	Counties Manukau
7010219	Counties Manukau
7010221	Counties Manukau
7010223	Counties Manukau
7010224	Counties Manukau
7010216	Counties Manukau
7010215	Counties Manukau
7010225	Counties Manukau
7010218	Counties Manukau
7010260	Counties Manukau
7010220	Counties Manukau
7010261	Counties Manukau
7010222	Counties Manukau
7010177	Counties Manukau
7010227	Counties Manukau
7010226	Counties Manukau
7010228	Counties Manukau
7010229	Counties Manukau
7010230	Counties Manukau
7010231	Counties Manukau
7010232	Counties Manukau
7010262	Counties Manukau
7010263	Counties Manukau
7010267	Counties Manukau
7010246	Counties Manukau
7010245	Counties Manukau
7010240	Counties Manukau
7010244	Counties Manukau
7010237	Counties Manukau
7010241	Counties Manukau
7010242	Counties Manukau
7010243	Counties Manukau
7010238	Counties Manukau
7010239	Counties Manukau
7010197	Counties Manukau
7010200	Counties Manukau
7010202	Counties Manukau
7010199	Counties Manukau
7010248	Counties Manukau
7010198	Counties Manukau
7010201	Counties Manukau
7010203	Counties Manukau
7010204	Counties Manukau
7010205	Counties Manukau
7010249	Counties Manukau
7010250	Counties Manukau
7010129	Counties Manukau
7010132	Counties Manukau
7010136	Counties Manukau
7010131	Counties Manukau
7010130	Counties Manukau
7010133	Counties Manukau
7010135	Counties Manukau
7010138	Counties Manukau
7010206	Counties Manukau
7010207	Counties Manukau
7010134	Counties Manukau
7010139	Counties Manukau
7010140	Counties Manukau
7010142	Counties Manukau
7010143	Counties Manukau
7010137	Counties Manukau
7010141	Counties Manukau
7010144	Counties Manukau
7010078	Counties Manukau
7010079	Counties Manukau
7010081	Counties Manukau
7010083	Counties Manukau
7010085	Counties Manukau
7010087	Counties Manukau
7010086	Counties Manukau
7010084	Counties Manukau
7010145	Counties Manukau
7010146	Counties Manukau
7010088	Counties Manukau
7010073	Counties Manukau
7010075	Counties Manukau
7010074	Counties Manukau
7010077	Counties Manukau
7010076	Counties Manukau
7010080	Counties Manukau
7010082	Counties Manukau
7010063	Counties Manukau
7010066	Counties Manukau
7010067	Counties Manukau
7010070	Counties Manukau
7010069	Counties Manukau
7010065	Counties Manukau
7010072	Counties Manukau
7010068	Counties Manukau
7010127	Counties Manukau
7010061	Counties Manukau
7009997	Counties Manukau
7009998	Counties Manukau
7010060	Counties Manukau
7010062	Counties Manukau
7009999	Counties Manukau
7010064	Counties Manukau
7010071	Counties Manukau
7009923	Counties Manukau
7009929	Counties Manukau
7009834	Counties Manukau
7009927	Counties Manukau
7009926	Counties Manukau
7010090	Counties Manukau
7009721	Counties Manukau
7009832	Counties Manukau
7010005	Counties Manukau
7010092	Counties Manukau
7010091	Counties Manukau
7010150	Counties Manukau
7010259	Counties Manukau
7010255	Counties Manukau
7010151	Counties Manukau
7010273	Counties Manukau
7010269	Counties Manukau
7010251	Counties Manukau
7010256	Counties Manukau
7010147	Counties Manukau
7010089	Counties Manukau
7010149	Counties Manukau
7010154	Counties Manukau
7010270	Counties Manukau
7010209	Counties Manukau
7010253	Counties Manukau
7010210	Counties Manukau
7010254	Counties Manukau
7010155	Counties Manukau
7010153	Counties Manukau
7010208	Counties Manukau
7009436	Counties Manukau
7009381	Counties Manukau
7009382	Counties Manukau
7009613	Counties Manukau
7010314	Counties Manukau
7010311	Counties Manukau
7010288	Counties Manukau
7010296	Counties Manukau
7010295	Counties Manukau
7010315	Counties Manukau
7009375	Counties Manukau
7009378	Counties Manukau
7009380	Counties Manukau
7009376	Counties Manukau
7010323	Counties Manukau
7010330	Counties Manukau
7010331	Counties Manukau
7010317	Counties Manukau
7010321	Counties Manukau
7010456	Counties Manukau
7010457	Counties Manukau
7010455	Counties Manukau
7010454	Counties Manukau
7010959	Counties Manukau
7010961	Counties Manukau
7010316	Counties Manukau
7010362	Counties Manukau
7010334	Counties Manukau
7010333	Counties Manukau
7010332	Counties Manukau
7010363	Counties Manukau
7010520	Counties Manukau
7010335	Counties Manukau
7010336	Counties Manukau
7010366	Counties Manukau
7010368	Counties Manukau
7010370	Counties Manukau
7010372	Counties Manukau
7010276	Counties Manukau
7010374	Counties Manukau
7010382	Counties Manukau
7010375	Counties Manukau
7010383	Counties Manukau
7010381	Counties Manukau
7010376	Counties Manukau
7010371	Counties Manukau
7010380	Counties Manukau
7010384	Counties Manukau
7010385	Counties Manukau
7010388	Counties Manukau
7010392	Counties Manukau
7010391	Counties Manukau
7010286	Counties Manukau
7010287	Counties Manukau
7010946	Counties Manukau
7010394	Counties Manukau
7010395	Counties Manukau
7010285	Counties Manukau
7010283	Counties Manukau
7010281	Counties Manukau
7010278	Counties Manukau
7010282	Counties Manukau
7010280	Counties Manukau
7010524	Counties Manukau
7010522	Counties Manukau
7010551	Counties Manukau
7010523	Counties Manukau
7010550	Counties Manukau
7010552	Counties Manukau
7010553	Counties Manukau
7010554	Counties Manukau
7010549	Counties Manukau
7010521	Counties Manukau
7010572	Counties Manukau
7010547	Counties Manukau
7010545	Counties Manukau
7010548	Counties Manukau
7010546	Counties Manukau
7010571	Counties Manukau
7010574	Counties Manukau
7010573	Counties Manukau
7010525	Counties Manukau
7010557	Counties Manukau
7010559	Counties Manukau
7010560	Counties Manukau
7010558	Counties Manukau
7010569	Counties Manukau
7010339	Counties Manukau
7010351	Counties Manukau
7010340	Counties Manukau
7010341	Counties Manukau
7010342	Counties Manukau
7010344	Counties Manukau
7010343	Counties Manukau
7010355	Counties Manukau
7010345	Counties Manukau
7010350	Counties Manukau
7010353	Counties Manukau
7010356	Counties Manukau
7010357	Counties Manukau
7010359	Counties Manukau
7010528	Counties Manukau
7010473	Counties Manukau
7010474	Counties Manukau
7010475	Counties Manukau
7010476	Counties Manukau
7010484	Counties Manukau
7010487	Counties Manukau
7010347	Counties Manukau
7010346	Counties Manukau
7010348	Counties Manukau
7010483	Counties Manukau
7010478	Counties Manukau
7010480	Counties Manukau
7010481	Counties Manukau
7010488	Counties Manukau
7010485	Counties Manukau
7010492	Counties Manukau
7010489	Counties Manukau
7010468	Counties Manukau
7010498	Counties Manukau
7010499	Counties Manukau
7010469	Counties Manukau
7010504	Counties Manukau
7010505	Counties Manukau
7010361	Counties Manukau
7010529	Counties Manukau
7010496	Counties Manukau
7010530	Counties Manukau
7010497	Counties Manukau
7010500	Counties Manukau
7010501	Counties Manukau
7010531	Counties Manukau
7010514	Counties Manukau
7010507	Counties Manukau
7010544	Counties Manukau
7010511	Counties Manukau
7010510	Counties Manukau
7010509	Counties Manukau
7010508	Counties Manukau
7010512	Counties Manukau
7010515	Counties Manukau
7010516	Counties Manukau
7010517	Counties Manukau
7010518	Counties Manukau
7010527	Counties Manukau
7010543	Counties Manukau
7010570	Counties Manukau
7010538	Counties Manukau
7010542	Counties Manukau
7010540	Counties Manukau
7010539	Counties Manukau
7010541	Counties Manukau
7010568	Counties Manukau
7010534	Counties Manukau
7010581	Counties Manukau
7010580	Counties Manukau
7010582	Counties Manukau
7010583	Counties Manukau
7010972	Counties Manukau
7010966	Counties Manukau
7010967	Counties Manukau
7010965	Counties Manukau
7010464	Counties Manukau
7010459	Counties Manukau
7010963	Counties Manukau
7010962	Counties Manukau
7010458	Counties Manukau
7010460	Counties Manukau
7010462	Counties Manukau
7010463	Counties Manukau
7010470	Counties Manukau
7010964	Counties Manukau
7010461	Counties Manukau
7010337	Counties Manukau
7010338	Counties Manukau
7010367	Counties Manukau
7010365	Counties Manukau
7010576	Counties Manukau
7010577	Counties Manukau
7010584	Counties Manukau
7010578	Counties Manukau
7010969	Counties Manukau
7010579	Counties Manukau
7010369	Counties Manukau
7011011	Counties Manukau
7010378	Counties Manukau
7010373	Counties Manukau
7011009	Counties Manukau
7010970	Counties Manukau
7010996	Counties Manukau
7010971	Counties Manukau
7011012	Counties Manukau
7011010	Counties Manukau
7011014	Counties Manukau
7011016	Counties Manukau
7011017	Counties Manukau
7011013	Counties Manukau
7010997	Counties Manukau
7009358	Counties Manukau
7009364	Counties Manukau
7009357	Counties Manukau
7009356	Counties Manukau
7009362	Counties Manukau
7009360	Counties Manukau
7009363	Counties Manukau
7009367	Counties Manukau
7009370	Counties Manukau
7009372	Counties Manukau
7009369	Counties Manukau
7009373	Counties Manukau
7010948	Counties Manukau
7010952	Counties Manukau
7010956	Counties Manukau
7010443	Counties Manukau
7010955	Counties Manukau
7010954	Counties Manukau
7010958	Counties Manukau
7010950	Counties Manukau
7010951	Counties Manukau
7011059	Counties Manukau
7010452	Counties Manukau
7010957	Counties Manukau
7010430	Counties Manukau
7010960	Counties Manukau
7010302	Counties Manukau
7010300	Counties Manukau
7010309	Counties Manukau
7010308	Counties Manukau
7010312	Counties Manukau
7010449	Counties Manukau
7010428	Counties Manukau
7010412	Counties Manukau
7010432	Counties Manukau
7010436	Counties Manukau
7010439	Counties Manukau
7010441	Counties Manukau
7010435	Counties Manukau
7010437	Counties Manukau
7010438	Counties Manukau
7010451	Counties Manukau
7010429	Counties Manukau
7010453	Counties Manukau
7010425	Counties Manukau
7010420	Counties Manukau
7010422	Counties Manukau
7010445	Counties Manukau
7010446	Counties Manukau
7010424	Counties Manukau
7010448	Counties Manukau
7010447	Counties Manukau
7010396	Counties Manukau
7010397	Counties Manukau
7010398	Counties Manukau
7010409	Counties Manukau
7010410	Counties Manukau
7010411	Counties Manukau
7010417	Counties Manukau
7007740	Area outside District Health Board
7010998	Counties Manukau
7011000	Counties Manukau
7010976	Counties Manukau
7011005	Counties Manukau
7011006	Counties Manukau
7010985	Counties Manukau
7010988	Counties Manukau
7011007	Counties Manukau
7010991	Counties Manukau
7010990	Counties Manukau
7011008	Counties Manukau
7010994	Counties Manukau
7010814	Counties Manukau
7010810	Counties Manukau
7010945	Counties Manukau
7010947	Counties Manukau
7010812	Counties Manukau
7010942	Counties Manukau
7010943	Counties Manukau
7011043	Counties Manukau
7011035	Counties Manukau
7011032	Counties Manukau
7011024	Counties Manukau
7011038	Counties Manukau
7011015	Counties Manukau
7011036	Counties Manukau
7011040	Counties Manukau
7011044	Counties Manukau
7010941	Counties Manukau
7010944	Counties Manukau
7010940	Counties Manukau
7011078	Counties Manukau
7011076	Counties Manukau
7011077	Counties Manukau
7011081	Counties Manukau
7011083	Counties Manukau
7011080	Counties Manukau
7011084	Counties Manukau
7011070	Counties Manukau
7011072	Counties Manukau
7011073	Counties Manukau
7011065	Counties Manukau
7011067	Counties Manukau
7011068	Counties Manukau
7011069	Counties Manukau
7011064	Counties Manukau
7011062	Counties Manukau
7011060	Counties Manukau
7011057	Counties Manukau
7011061	Counties Manukau
7011106	Counties Manukau
7011107	Counties Manukau
7011111	Counties Manukau
7011114	Waikato
7011125	Waikato
7011116	Waikato
7011112	Waikato
7011109	Waikato
7011123	Waikato
7011139	Waikato
7011118	Waikato
7011140	Waikato
7011127	Waikato
7011162	Waikato
7011119	Waikato
7011104	Waikato
7011107	Waikato
7011105	Waikato
7011121	Waikato
7011115	Waikato
7011113	Waikato
7011163	Waikato
7011128	Waikato
7011164	Waikato
7011165	Waikato
7011167	Waikato
7011159	Waikato
7011168	Waikato
7011160	Waikato
7011126	Waikato
7011141	Waikato
7011108	Waikato
7011110	Waikato
7011117	Waikato
7011124	Waikato
7011161	Waikato
7011231	Waikato
7011120	Waikato
7011122	Waikato
7011248	Waikato
7011232	Waikato
7011310	Waikato
7011311	Waikato
7011315	Waikato
7011319	Waikato
7011320	Waikato
7011314	Waikato
7011321	Waikato
7011332	Waikato
7011318	Waikato
7011330	Waikato
7011331	Waikato
7011333	Waikato
7011334	Waikato
7011235	Waikato
7011237	Waikato
7011238	Waikato
7011260	Waikato
7011239	Waikato
7011244	Waikato
7011242	Waikato
7011241	Waikato
7011245	Waikato
7011240	Waikato
7011247	Waikato
7011246	Waikato
7011236	Waikato
7011265	Waikato
7011263	Waikato
7011243	Waikato
7011264	Waikato
7011266	Waikato
7011267	Waikato
7011268	Waikato
7011278	Waikato
7011269	Waikato
7011259	Waikato
7011261	Waikato
7011262	Waikato
7011277	Waikato
7011251	Waikato
7011252	Waikato
7011253	Waikato
7011255	Waikato
7011276	Waikato
7011258	Waikato
7011254	Waikato
7011340	Waikato
7011343	Waikato
7012645	Waikato
7011342	Waikato
7011351	Waikato
7011341	Waikato
7012643	Waikato
7012647	Waikato
7012651	Waikato
7011335	Waikato
7011336	Waikato
7011337	Waikato
7011338	Waikato
7011339	Waikato
7011326	Waikato
7011327	Waikato
7011309	Waikato
7011306	Waikato
7011307	Waikato
7011317	Waikato
7011313	Waikato
7011063	Waikato
7012989	Waikato
7022488	Area outside District Health Board
7011071	Waikato
7011066	Waikato
7012322	Waikato
7012231	Waikato
7012233	Waikato
7012232	Waikato
7012235	Waikato
7012236	Waikato
7012221	Waikato
7012223	Waikato
7012224	Waikato
7012203	Waikato
7012204	Waikato
7012227	Waikato
7012297	Waikato
7012298	Waikato
7012304	Waikato
7012302	Waikato
7012299	Waikato
7012220	Waikato
7012307	Waikato
7012306	Waikato
7012300	Waikato
7012301	Waikato
7012311	Waikato
7012312	Waikato
7012313	Waikato
7012315	Waikato
7012316	Waikato
7012371	Waikato
7012310	Waikato
7012372	Waikato
7012373	Waikato
7012374	Waikato
7012414	Waikato
7012317	Waikato
7012368	Waikato
7012303	Waikato
7012369	Waikato
7012305	Waikato
7012308	Waikato
7012370	Waikato
7012090	Waikato
7012089	Waikato
7012088	Waikato
7012091	Waikato
7012093	Waikato
7012214	Waikato
7012080	Waikato
7012078	Waikato
7012079	Waikato
7012082	Waikato
7012081	Waikato
7012083	Waikato
7012087	Waikato
7012085	Waikato
7012084	Waikato
7012086	Waikato
7012209	Waikato
7012208	Waikato
7012211	Waikato
7012212	Waikato
7012216	Waikato
7012222	Waikato
7012206	Waikato
7012207	Waikato
7012215	Waikato
7012213	Waikato
7012210	Waikato
7012217	Waikato
7012218	Waikato
7012195	Waikato
7012190	Waikato
7012197	Waikato
7012200	Waikato
7012199	Waikato
7012201	Waikato
7012276	Waikato
7012349	Waikato
7012282	Waikato
7012353	Waikato
7012360	Waikato
7012362	Waikato
7012356	Waikato
7012361	Waikato
7012363	Waikato
7012367	Waikato
7012366	Waikato
7012364	Waikato
7012285	Waikato
7012284	Waikato
7012283	Waikato
7012287	Waikato
7012286	Waikato
7012290	Waikato
7012291	Waikato
7012289	Waikato
7012288	Waikato
7012292	Waikato
7012293	Waikato
7012294	Waikato
7012191	Waikato
7012192	Waikato
7012193	Waikato
7012196	Waikato
7012278	Waikato
7012277	Waikato
7012279	Waikato
7012194	Waikato
7012198	Waikato
7012295	Waikato
7012205	Waikato
7012296	Waikato
7012175	Waikato
7012058	Waikato
7012177	Waikato
7012178	Waikato
7012176	Waikato
7012179	Waikato
7012181	Waikato
7012060	Waikato
7012063	Waikato
7012071	Waikato
7012068	Waikato
7012072	Waikato
7012182	Waikato
7012065	Waikato
7012184	Waikato
7012183	Waikato
7012185	Waikato
7012189	Waikato
7012186	Waikato
7012187	Waikato
7012188	Waikato
7011949	Waikato
7012059	Waikato
7012064	Waikato
7012066	Waikato
7012067	Waikato
7012070	Waikato
7012069	Waikato
7012077	Waikato
7012075	Waikato
7012334	Waikato
7012340	Waikato
7012548	Waikato
7012549	Waikato
7012554	Waikato
7012555	Waikato
7012557	Waikato
7012344	Waikato
7012550	Waikato
7012551	Waikato
7012552	Waikato
7012556	Waikato
7012553	Waikato
7012547	Waikato
7012592	Waikato
7012596	Waikato
7012594	Waikato
7012598	Waikato
7012600	Waikato
7012599	Waikato
7012591	Waikato
7012595	Waikato
7012597	Waikato
7012611	Waikato
7012610	Waikato
7012619	Waikato
7012620	Waikato
7012622	Waikato
7012623	Waikato
7012621	Waikato
7012615	Waikato
7012618	Waikato
7012617	Waikato
7012624	Waikato
7012625	Waikato
7012626	Waikato
7012627	Waikato
7012460	Waikato
7012471	Waikato
7012470	Waikato
7012467	Waikato
7012472	Waikato
7012437	Waikato
7012473	Waikato
7012468	Waikato
7012469	Waikato
7012458	Waikato
7012456	Waikato
7012457	Waikato
7012459	Waikato
7012461	Waikato
7012465	Waikato
7012466	Waikato
7012464	Waikato
7012413	Waikato
7012448	Waikato
7012449	Waikato
7012450	Waikato
7012451	Waikato
7012452	Waikato
7012454	Waikato
7012453	Waikato
7012427	Waikato
7012429	Waikato
7012430	Waikato
7012431	Waikato
7012433	Waikato
7012432	Waikato
7012434	Waikato
7012435	Waikato
7012436	Waikato
7012438	Waikato
7012439	Waikato
7012440	Waikato
7012441	Waikato
7012377	Waikato
7012416	Waikato
7012375	Waikato
7012379	Waikato
7012378	Waikato
7012418	Waikato
7012397	Waikato
7012411	Waikato
7012442	Waikato
7012412	Waikato
7012445	Waikato
7012444	Waikato
7012446	Waikato
7012447	Waikato
7012415	Waikato
7012339	Waikato
7012342	Waikato
7012406	Waikato
7012407	Waikato
7012403	Waikato
7012332	Waikato
7012347	Waikato
7012400	Waikato
7012398	Waikato
7012402	Waikato
7012401	Waikato
7012399	Waikato
7012244	Waikato
7012329	Waikato
7012330	Waikato
7012320	Waikato
7012319	Waikato
7012318	Waikato
7012326	Waikato
7012324	Waikato
7012325	Waikato
7012376	Waikato
7012321	Waikato
7012380	Waikato
7012381	Waikato
7012331	Waikato
7011716	Waikato
7011832	Waikato
7011830	Waikato
7011835	Waikato
7011838	Waikato
7011836	Waikato
7011834	Waikato
7011831	Waikato
7011820	Waikato
7011824	Waikato
7011829	Waikato
7011828	Waikato
7011837	Waikato
7011839	Waikato
7011840	Waikato
7011841	Waikato
7011964	Waikato
7011842	Waikato
7011843	Waikato
7011844	Waikato
7011953	Waikato
7011955	Waikato
7011954	Waikato
7011952	Waikato
7011951	Waikato
7011845	Waikato
7011957	Waikato
7011960	Waikato
7011959	Waikato
7011958	Waikato
7011846	Waikato
7011968	Waikato
7011967	Waikato
7011963	Waikato
7011962	Waikato
7011971	Waikato
7011970	Waikato
7011969	Waikato
7011972	Waikato
7011973	Waikato
7011975	Waikato
7011974	Waikato
7012094	Waikato
7011977	Waikato
7011976	Waikato
7012095	Waikato
7011980	Waikato
7011983	Waikato
7011984	Waikato
7011988	Waikato
7011987	Waikato
7012096	Waikato
7011986	Waikato
7011990	Waikato
7011851	Waikato
7011852	Waikato
7011855	Waikato
7011985	Waikato
7011989	Waikato
7011991	Waikato
7011992	Waikato
7011995	Waikato
7011993	Waikato
7011994	Waikato
7011996	Waikato
7011997	Waikato
7011856	Waikato
7012001	Waikato
7011998	Waikato
7011999	Waikato
7012000	Waikato
7012003	Waikato
7012004	Waikato
7012098	Waikato
7011752	Waikato
7011864	Waikato
7011867	Waikato
7011754	Waikato
7011757	Waikato
7011758	Waikato
7011759	Waikato
7011869	Waikato
7011743	Waikato
7011745	Waikato
7011740	Waikato
7011736	Waikato
7011738	Waikato
7011739	Waikato
7011742	Waikato
7011871	Waikato
7011873	Waikato
7011744	Waikato
7011719	Waikato
7011724	Waikato
7011722	Waikato
7011657	Waikato
7011721	Waikato
7011727	Waikato
7011720	Waikato
7011723	Waikato
7011732	Waikato
7011747	Waikato
7011858	Waikato
7011750	Waikato
7011860	Waikato
7011710	Waikato
7011655	Waikato
7011717	Waikato
7011718	Waikato
7011847	Waikato
7012102	Waikato
7012103	Waikato
7012112	Waikato
7012104	Waikato
7012108	Waikato
7012114	Waikato
7012115	Waikato
7012225	Waikato
7012116	Waikato
7012238	Waikato
7012122	Waikato
7012239	Waikato
7012240	Waikato
7012241	Waikato
7012242	Waikato
7012007	Waikato
7012117	Waikato
7012121	Waikato
7012124	Waikato
7012126	Waikato
7012125	Waikato
7012127	Waikato
7012128	Waikato
7012009	Waikato
7012010	Waikato
7011868	Waikato
7011870	Waikato
7011872	Waikato
7011875	Waikato
7011878	Waikato
7011882	Waikato
7011881	Waikato
7011884	Waikato
7011876	Waikato
7012006	Waikato
7011877	Waikato
7012008	Waikato
7012018	Waikato
7012019	Waikato
7012020	Waikato
7012014	Waikato
7011895	Waikato
7011897	Waikato
7011898	Waikato
7011765	Waikato
7011874	Waikato
7011766	Waikato
7011767	Waikato
7011771	Waikato
7011772	Waikato
7011773	Waikato
7011774	Waikato
7011769	Waikato
7011879	Waikato
7011880	Waikato
7011883	Waikato
7011780	Waikato
7011779	Waikato
7011782	Waikato
7011777	Waikato
7011781	Waikato
7011908	Waikato
7011785	Waikato
7011910	Waikato
7011783	Waikato
7011909	Waikato
7011787	Waikato
7011911	Waikato
7011788	Waikato
7011789	Waikato
7011791	Waikato
7011896	Waikato
7011900	Waikato
7011901	Waikato
7011905	Waikato
7011793	Waikato
7011794	Waikato
7011775	Waikato
7011912	Waikato
7012512	Waikato
7012513	Waikato
7012514	Waikato
7012505	Waikato
7012560	Waikato
7012561	Waikato
7012562	Waikato
7012569	Waikato
7012564	Waikato
7012572	Waikato
7012571	Waikato
7012603	Waikato
7012517	Waikato
7012515	Waikato
7012507	Waikato
7012563	Waikato
7012506	Waikato
7012565	Waikato
7012519	Waikato
7012508	Waikato
7012566	Waikato
7012570	Waikato
7012580	Waikato
7012582	Waikato
7012576	Waikato
7012577	Waikato
7012574	Waikato
7012575	Waikato
7012584	Waikato
7012585	Waikato
7012542	Waikato
7012541	Waikato
7012543	Waikato
7012545	Waikato
7012586	Waikato
7012546	Waikato
7012590	Waikato
7012579	Waikato
7012529	Waikato
7012581	Waikato
7012530	Waikato
7012531	Waikato
7012532	Waikato
7012583	Waikato
7012533	Waikato
7012538	Waikato
7012534	Waikato
7012540	Waikato
7012499	Waikato
7012503	Waikato
7012501	Waikato
7012502	Waikato
7012504	Waikato
7012497	Waikato
7012500	Waikato
7012537	Waikato
7012535	Waikato
7012536	Waikato
7012118	Waikato
7012487	Waikato
7012489	Waikato
7012488	Waikato
7012492	Waikato
7012494	Waikato
7012498	Waikato
7012496	Waikato
7012493	Waikato
7012495	Waikato
7012491	Waikato
7012526	Waikato
7012522	Waikato
7012527	Waikato
7012528	Waikato
7012525	Waikato
7012524	Waikato
7012485	Waikato
7012518	Waikato
7012520	Waikato
7012521	Waikato
7012486	Waikato
7012490	Waikato
7012129	Waikato
7012246	Waikato
7012135	Waikato
7012130	Waikato
7012131	Waikato
7012248	Waikato
7012132	Waikato
7012133	Waikato
7012259	Waikato
7012249	Waikato
7012134	Waikato
7012481	Waikato
7012482	Waikato
7012483	Waikato
7012516	Waikato
7012484	Waikato
7012247	Waikato
7012251	Waikato
7012250	Waikato
7012255	Waikato
7012256	Waikato
7012252	Waikato
7012258	Waikato
7012257	Waikato
7011052	Waikato
7011049	Waikato
7011047	Waikato
7011048	Waikato
7011051	Waikato
7011046	Waikato
7011045	Waikato
7011042	Waikato
7011041	Waikato
7011085	Waikato
7011087	Waikato
7011086	Waikato
7011090	Waikato
7011130	Waikato
7011091	Waikato
7011092	Waikato
7011142	Waikato
7011094	Waikato
7011096	Waikato
7011099	Waikato
7011095	Waikato
7011098	Waikato
